Entity,Number ID,Coat color,Gender,Father,Mum,D.O.B,D.O.D,Cause of death,Censored,Lifespan (days),Code,Name Treatment,Drug Treatment,Cage,Position,,Blood,Batch,Current Age,month,Dead age or alive,month,1,1.5,2,3,4,4.5,5,6,8,10,12,14,15,17,18,Pups total,Pups euthanized,Weaning date,Weaning days,Males,Females,Dead
MOU007624,218,Agouti,Female,MOU004333,MOU004383,30-Oct-23,,,,99,,,,71,,,,E_2023_44_CEB,99,3.2,99,3.2,,20.4,,24.1,,,,,,,,,,,,11,0,20-Nov-2023,21,5,6,0
MOU007625,219,Agouti,Female,MOU004333,MOU004383,30-Oct-23,,,,99,,,,72,,,,E_2023_44_CEB,99,3.2,99,3.2,,18.5,,24.0,,,,,,,,,,,,11,0,20-Nov-2023,21,5,6,0
MOU007626,220,Black,Female,MOU004333,MOU004383,30-Oct-23,,,,99,,,,73,,,,E_2023_44_CEB,99,3.2,99,3.2,,19.8,,25.7,,,,,,,,,,,,11,0,20-Nov-2023,21,5,6,0
MOU007627,221,Agouti,Male,MOU004335,MOU004385,29-Oct-23,,,,100,,,,24,,,,E_2023_44_CEB,100,3.3,100,3.3,,27.9,,39.4,,,,,,,,,,,,14,3,20-Nov-2023,22,4,7,0
MOU007628,222,Agouti,Male,MOU004335,MOU004385,29-Oct-23,,,,100,,,,25,,,,E_2023_44_CEB,100,3.3,100,3.3,,24.3,,34.8,,,,,,,,,,,,14,3,20-Nov-2023,22,4,7,0
MOU007629,223,Agouti,Male,MOU004335,MOU004385,29-Oct-23,,,,100,,,,26,,,,E_2023_44_CEB,100,3.3,100,3.3,,26.4,,40.6,,,,,,,,,,,,14,3,20-Nov-2023,22,4,7,0
MOU007630,224,Black,Male,MOU004335,MOU004385,29-Oct-23,,,,100,,,,27,,,,E_2023_44_CEB,100,3.3,100,3.3,,26.4,,37.0,,,,,,,,,,,,14,3,20-Nov-2023,22,4,7,0
MOU007631,225,Brown,Female,MOU004335,MOU004385,29-Oct-23,,,,100,,,,74,,,,E_2023_44_CEB,100,3.3,100,3.3,,19.1,,20.5,,,,,,,,,,,,14,3,20-Nov-2023,22,4,7,0
MOU007632,226,Agouti,Female,MOU004335,MOU004385,29-Oct-23,,,,100,,,,69,,,,E_2023_44_CEB,100,3.3,100,3.3,,21.6,,27.9,,,,,,,,,,,,14,3,20-Nov-2023,22,4,7,0
MOU007633,227,Agouti,Female,MOU004335,MOU004385,29-Oct-23,,,,100,,,,70,,,,E_2023_44_CEB,100,3.3,100,3.3,,20.2,,28.3,,,,,,,,,,,,14,3,20-Nov-2023,22,4,7,0
MOU007634,228,Agouti,Female,MOU004335,MOU004385,29-Oct-23,,,,100,,,,71,,,,E_2023_44_CEB,100,3.3,100,3.3,,20.3,,27.2,,,,,,,,,,,,14,3,20-Nov-2023,22,4,7,0
MOU007635,229,Agouti,Female,MOU004335,MOU004385,29-Oct-23,,,,100,,,,72,,,,E_2023_44_CEB,100,3.3,100,3.3,,19.7,,25.5,,,,,,,,,,,,14,3,20-Nov-2023,22,4,7,0
MOU007636,230,Black,Female,MOU004335,MOU004385,29-Oct-23,,,,100,,,,73,,,,E_2023_44_CEB,100,3.3,100,3.3,,18.9,,30.8,,,,,,,,,,,,14,3,20-Nov-2023,22,4,7,0
MOU007637,231,Black,Female,MOU004335,MOU004385,29-Oct-23,,,,100,,,,74,,,,E_2023_44_CEB,100,3.3,100,3.3,,17.9,,23.7,,,,,,,,,,,,14,3,20-Nov-2023,22,4,7,0
MOU007638,232,Light,Male,MOU004337,MOU004387,29-Oct-23,,,,100,,,,28,,,,E_2023_44_CEB,100,3.3,100,3.3,,25.2,,38.9,,,,,,,,,,,,14,3,20-Nov-2023,22,3,8,0
MOU007639,233,Agouti,Male,MOU004337,MOU004387,29-Oct-23,,,,100,,,,29,,,,E_2023_44_CEB,100,3.3,100,3.3,,23.5,,31.1,,,,,,,,,,,,14,3,20-Nov-2023,22,3,8,0
MOU007640,234,Agouti,Male,MOU004337,MOU004387,29-Oct-23,,,,100,,,,30,,,,E_2023_44_CEB,100,3.3,100,3.3,,24.5,,30.3,,,,,,,,,,,,14,3,20-Nov-2023,22,3,8,0
MOU007641,235,Brown,Female,MOU004337,MOU004387,29-Oct-23,,,,100,,,,69,,,,E_2023_44_CEB,100,3.3,100,3.3,,18.7,,24.2,,,,,,,,,,,,14,3,20-Nov-2023,22,3,8,0
MOU007642,236,Brown,Female,MOU004337,MOU004387,29-Oct-23,,,,100,,,,70,,,,E_2023_44_CEB,100,3.3,100,3.3,,19.9,,24.4,,,,,,,,,,,,14,3,20-Nov-2023,22,3,8,0
MOU007643,237,Brown,Female,MOU004337,MOU004387,29-Oct-23,,,,100,,,,71,,,,E_2023_44_CEB,100,3.3,100,3.3,,19.9,,23.5,,,,,,,,,,,,14,3,20-Nov-2023,22,3,8,0
MOU007644,238,Agouti,Female,MOU004337,MOU004387,29-Oct-23,,,,100,,,,72,,,,E_2023_44_CEB,100,3.3,100,3.3,,20.1,,25.8,,,,,,,,,,,,14,3,20-Nov-2023,22,3,8,0
MOU007645,239,Agouti,Female,MOU004337,MOU004387,29-Oct-23,,,,100,,,,73,,,,E_2023_44_CEB,100,3.3,100,3.3,,19.1,,24.6,,,,,,,,,,,,14,3,20-Nov-2023,22,3,8,0
MOU007646,240,Agouti,Female,MOU004337,MOU004387,29-Oct-23,,,,100,,,,74,,,,E_2023_44_CEB,100,3.3,100,3.3,,17.8,,23.2,,,,,,,,,,,,14,3,20-Nov-2023,22,3,8,0
MOU007647,241,Agouti,Female,MOU004337,MOU004387,29-Oct-23,,,,100,,,,69,,,,E_2023_44_CEB,100,3.3,100,3.3,,20.5,,24.1,,,,,,,,,,,,14,3,20-Nov-2023,22,3,8,0
MOU007648,242,Black,Female,MOU004337,MOU004387,29-Oct-23,,,,100,,,,70,,,,E_2023_44_CEB,100,3.3,100,3.3,,19.3,,26.2,,,,,,,,,,,,14,3,20-Nov-2023,22,3,8,0
MOU007649,243,Light,Male,MOU004338,MOU004388,29-Oct-23,,,,100,,,,25,,,,E_2023_44_CEB,100,3.3,100,3.3,,23.6,,39.8,,,,,,,,,,,,17,0,20-Nov-2023,22,5,2,0
MOU007650,244,Light,Male,MOU004338,MOU004388,29-Oct-23,,,,100,,,,26,,,,E_2023_44_CEB,100,3.3,100,3.3,,22.9,,34.5,,,,,,,,,,,,17,0,20-Nov-2023,22,5,2,0
MOU007651,245,Light,Male,MOU004338,MOU004388,29-Oct-23,,,,100,,,,27,,,,E_2023_44_CEB,100,3.3,100,3.3,,23.3,,33.2,,,,,,,,,,,,17,0,20-Nov-2023,22,5,2,0
MOU007652,246,Brown,Male,MOU004338,MOU004388,29-Oct-23,,,,100,,,,28,,,,E_2023_44_CEB,100,3.3,100,3.3,,25.9,,40.4,,,,,,,,,,,,17,0,20-Nov-2023,22,5,2,0
MOU007653,247,Agouti,Male,MOU004338,MOU004388,29-Oct-23,,,,100,,,,29,,,,E_2023_44_CEB,100,3.3,100,3.3,,23.1,,31.0,,,,,,,,,,,,17,0,20-Nov-2023,22,5,2,0
MOU007654,248,Light,Female,MOU004338,MOU004388,29-Oct-23,,,,100,,,,71,,,,E_2023_44_CEB,100,3.3,100,3.3,,17.4,,22.7,,,,,,,,,,,,17,0,20-Nov-2023,22,5,2,0
MOU007655,249,Agouti,Female,MOU004338,MOU004388,29-Oct-23,,,,100,,,,72,,,,E_2023_44_CEB,100,3.3,100,3.3,,19.4,,22.9,,,,,,,,,,,,17,0,20-Nov-2023,22,5,2,0
MOU007656,250,Brown,Male,MOU004339,MOU004389,29-Oct-23,,,,100,,,,30,,,,E_2023_44_CEB,100,3.3,100,3.3,,25.4,,37.1,,,,,,,,,,,,13,2,20-Nov-2023,22,5,6,0
MOU007657,251,Agouti,Male,MOU004339,MOU004389,29-Oct-23,,,,100,,,,25,,,,E_2023_44_CEB,100,3.3,100,3.3,,25.9,,34.8,,,,,,,,,,,,13,2,20-Nov-2023,22,5,6,0
MOU007658,252,Agouti,Male,MOU004339,MOU004389,29-Oct-23,,,,100,,,,26,,,,E_2023_44_CEB,100,3.3,100,3.3,,26.5,,40.6,,,,,,,,,,,,13,2,20-Nov-2023,22,5,6,0
MOU007659,253,Agouti,Male,MOU004339,MOU004389,29-Oct-23,,,,100,,,,27,,,,E_2023_44_CEB,100,3.3,100,3.3,,27.8,,36.7,,,,,,,,,,,,13,2,20-Nov-2023,22,5,6,0
MOU007660,254,Agouti,Male,MOU004339,MOU004389,29-Oct-23,,,,100,,,,28,,,,E_2023_44_CEB,100,3.3,100,3.3,,26.4,,37.7,,,,,,,,,,,,13,2,20-Nov-2023,22,5,6,0
MOU007661,255,Light,Female,MOU004339,MOU004389,29-Oct-23,,,,100,,,,73,,,,E_2023_44_CEB,100,3.3,100,3.3,,18.8,,34.6,,,,,,,,,,,,13,2,20-Nov-2023,22,5,6,0
MOU007662,256,Light,Female,MOU004339,MOU004389,29-Oct-23,,,,100,,,,74,,,,E_2023_44_CEB,100,3.3,100,3.3,,19.5,,28.3,,,,,,,,,,,,13,2,20-Nov-2023,22,5,6,0
MOU007663,257,Agouti,Female,MOU004339,MOU004389,29-Oct-23,,,,100,,,,75,,,,E_2023_44_CEB,100,3.3,100,3.3,,20.1,,19.7,,,,,,,,,,,,13,2,20-Nov-2023,22,5,6,0
MOU007664,258,Agouti,Female,MOU004339,MOU004389,29-Oct-23,,,,100,,,,76,,,,E_2023_44_CEB,100,3.3,100,3.3,,17.9,,23.6,,,,,,,,,,,,13,2,20-Nov-2023,22,5,6,0
MOU007665,259,Agouti,Female,MOU004339,MOU004389,29-Oct-23,,,,100,,,,77,,,,E_2023_44_CEB,100,3.3,100,3.3,,19.4,,23.4,,,,,,,,,,,,13,2,20-Nov-2023,22,5,6,0
MOU007666,260,Agouti,Female,MOU004339,MOU004389,29-Oct-23,,,,100,,,,78,,,,E_2023_44_CEB,100,3.3,100,3.3,,21.4,,18.4,,,,,,,,,,,,13,2,20-Nov-2023,22,5,6,0
MOU007667,261,Light,Male,MOU004340,MOU004390,29-Oct-23,,,,100,,,,29,,,,E_2023_44_CEB,100,3.3,100,3.3,,24.3,,30.4,,,,,,,,,,,,18,0,20-Nov-2023,22,4,4,0
MOU007668,262,Brown,Male,MOU004340,MOU004390,29-Oct-23,,,,100,,,,30,,,,E_2023_44_CEB,100,3.3,100,3.3,,23.9,,30.2,,,,,,,,,,,,18,0,20-Nov-2023,22,4,4,0
MOU007669,263,Agouti,Male,MOU004340,MOU004390,29-Oct-23,,,,100,,,,25,,,,E_2023_44_CEB,100,3.3,100,3.3,,23.3,,29.4,,,,,,,,,,,,18,0,20-Nov-2023,22,4,4,0
MOU007670,264,Agouti,Male,MOU004340,MOU004390,29-Oct-23,,,,100,,,,26,,,,E_2023_44_CEB,100,3.3,100,3.3,,21.6,,28.6,,,,,,,,,,,,18,0,20-Nov-2023,22,4,4,0
MOU007671,265,Light,Female,MOU004340,MOU004390,29-Oct-23,,,,100,,,,79,,,,E_2023_44_CEB,100,3.3,100,3.3,,21.8,,21.4,,,,,,,,,,,,18,0,20-Nov-2023,22,4,4,0
MOU007672,266,Light,Female,MOU004340,MOU004390,29-Oct-23,,,,100,,,,80,,,,E_2023_44_CEB,100,3.3,100,3.3,,21.1,,31.1,,,,,,,,,,,,18,0,20-Nov-2023,22,4,4,0
MOU007673,267,Light,Female,MOU004340,MOU004390,29-Oct-23,,,,100,,,,75,,,,E_2023_44_CEB,100,3.3,100,3.3,,19.6,,25.7,,,,,,,,,,,,18,0,20-Nov-2023,22,4,4,0
MOU007674,268,Agouti,Female,MOU004340,MOU004390,29-Oct-23,,,,100,,,,76,,,,E_2023_44_CEB,100,3.3,100,3.3,,19.1,,22.5,,,,,,,,,,,,18,0,20-Nov-2023,22,4,4,0
MOU007675,269,Light,Male,MOU004341,MOU004391,29-Oct-23,,,,100,,,,27,,,,E_2023_44_CEB,100,3.3,100,3.3,,23.7,,36.5,,,,,,,,,,,,11,0,20-Nov-2023,22,8,3,0
MOU007676,270,Agouti,Male,MOU004341,MOU004391,29-Oct-23,,,,100,,,,28,,,,E_2023_44_CEB,100,3.3,100,3.3,,23.1,,28.2,,,,,,,,,,,,11,0,20-Nov-2023,22,8,3,0
MOU007677,271,Agouti,Male,MOU004341,MOU004391,29-Oct-23,,,,100,,,,29,,,,E_2023_44_CEB,100,3.3,100,3.3,,26.9,,36.4,,,,,,,,,,,,11,0,20-Nov-2023,22,8,3,0
MOU007678,272,Black,Male,MOU004341,MOU004391,29-Oct-23,,,,100,,,,30,,,,E_2023_44_CEB,100,3.3,100,3.3,,26.9,,33.7,,,,,,,,,,,,11,0,20-Nov-2023,22,8,3,0
MOU007679,273,Black,Male,MOU004341,MOU004391,29-Oct-23,,,,100,,,,25,,,,E_2023_44_CEB,100,3.3,100,3.3,,27.4,,36.6,,,,,,,,,,,,11,0,20-Nov-2023,22,8,3,0
MOU007680,274,Black,Male,MOU004341,MOU004391,29-Oct-23,,,,100,,,,26,,,,E_2023_44_CEB,100,3.3,100,3.3,,25.5,,35.0,,,,,,,,,,,,11,0,20-Nov-2023,22,8,3,0
MOU007681,275,Black,Male,MOU004341,MOU004391,29-Oct-23,,,,100,,,,27,,,,E_2023_44_CEB,100,3.3,100,3.3,,24.1,,33.3,,,,,,,,,,,,11,0,20-Nov-2023,22,8,3,0
MOU007682,276,Black,Male,MOU004341,MOU004391,29-Oct-23,,,,100,,,,28,,,,E_2023_44_CEB,100,3.3,100,3.3,,24.2,,35.3,,,,,,,,,,,,11,0,20-Nov-2023,22,8,3,0
MOU007683,277,Light,Female,MOU004341,MOU004391,29-Oct-23,,,,100,,,,77,,,,E_2023_44_CEB,100,3.3,100,3.3,,18.8,,26.8,,,,,,,,,,,,11,0,20-Nov-2023,22,8,3,0
MOU007684,278,Agouti,Female,MOU004341,MOU004391,29-Oct-23,,,,100,,,,78,,,,E_2023_44_CEB,100,3.3,100,3.3,,20.2,,22.1,,,,,,,,,,,,11,0,20-Nov-2023,22,8,3,0
MOU007685,279,Agouti,Female,MOU004341,MOU004391,29-Oct-23,,,,100,,,,79,,,,E_2023_44_CEB,100,3.3,100,3.3,,21.2,,27.6,,,,,,,,,,,,11,0,20-Nov-2023,22,8,3,0
MOU007686,280,Light,Male,MOU004342,MOU004392,29-Oct-23,,,,100,,,,29,,,,E_2023_44_CEB,100,3.3,100,3.3,,25.4,,32.9,,,,,,,,,,,,12,1,20-Nov-2023,22,6,5,0
MOU007687,281,Light,Male,MOU004342,MOU004392,29-Oct-23,,,,100,,,,30,,,,E_2023_44_CEB,100,3.3,100,3.3,,26.8,,41.9,,,,,,,,,,,,12,1,20-Nov-2023,22,6,5,0
MOU007688,282,Light,Male,MOU004342,MOU004392,29-Oct-23,,,,100,,,,31,,,,E_2023_44_CEB,100,3.3,100,3.3,,21.6,,31.4,,,,,,,,,,,,12,1,20-Nov-2023,22,6,5,0
MOU007689,283,Agouti,Male,MOU004342,MOU004392,29-Oct-23,,,,100,,,,32,,,,E_2023_44_CEB,100,3.3,100,3.3,,25.8,,35.7,,,,,,,,,,,,12,1,20-Nov-2023,22,6,5,0
MOU007690,284,Agouti,Male,MOU004342,MOU004392,29-Oct-23,,,,100,,,,33,,,,E_2023_44_CEB,100,3.3,100,3.3,,24.7,,33.5,,,,,,,,,,,,12,1,20-Nov-2023,22,6,5,0
MOU007691,285,Black,Male,MOU004342,MOU004392,29-Oct-23,,,,100,,,,34,,,,E_2023_44_CEB,100,3.3,100,3.3,,27.8,,37.9,,,,,,,,,,,,12,1,20-Nov-2023,22,6,5,0
MOU007692,286,Light,Female,MOU004342,MOU004392,29-Oct-23,,,,100,,,,80,,,,E_2023_44_CEB,100,3.3,100,3.3,,18.2,,23.4,,,,,,,,,,,,12,1,20-Nov-2023,22,6,5,0
MOU007693,287,Agouti,Female,MOU004342,MOU004392,29-Oct-23,,,,100,,,,75,,,,E_2023_44_CEB,100,3.3,100,3.3,,17.5,,21.8,,,,,,,,,,,,12,1,20-Nov-2023,22,6,5,0
MOU007694,288,Agouti,Female,MOU004342,MOU004392,29-Oct-23,,,,100,,,,76,,,,E_2023_44_CEB,100,3.3,100,3.3,,18.9,,22.4,,,,,,,,,,,,12,1,20-Nov-2023,22,6,5,0
MOU007695,289,Agouti,Female,MOU004342,MOU004392,29-Oct-23,,,,100,,,,77,,,,E_2023_44_CEB,100,3.3,100,3.3,,19.2,,22.5,,,,,,,,,,,,12,1,20-Nov-2023,22,6,5,0
MOU007696,290,Agouti,Female,MOU004342,MOU004392,29-Oct-23,,,,100,,,,78,,,,E_2023_44_CEB,100,3.3,100,3.3,,18.9,,21.4,,,,,,,,,,,,12,1,20-Nov-2023,22,6,5,0
MOU007697,291,Light,Male,MOU004343,MOU004393,30-Oct-23,,,,99,,,,35,,,,E_2023_44_CEB,99,3.2,99,3.2,,25.9,,36.9,,,,,,,,,,,,11,0,20-Nov-2023,21,6,5,0
MOU007698,292,Agouti,Male,MOU004343,MOU004393,30-Oct-23,,,,99,,,,36,,,,E_2023_44_CEB,99,3.2,99,3.2,,26.2,,32.4,,,,,,,,,,,,11,0,20-Nov-2023,21,6,5,0
MOU007699,293,Agouti,Male,MOU004343,MOU004393,30-Oct-23,,,,99,,,,31,,,,E_2023_44_CEB,99,3.2,99,3.2,,27.5,,39.0,,,,,,,,,,,,11,0,20-Nov-2023,21,6,5,0
MOU007700,294,Agouti,Male,MOU004343,MOU004393,30-Oct-23,,,,99,,,,32,,,,E_2023_44_CEB,99,3.2,99,3.2,,23.7,,40.8,,,,,,,,,,,,11,0,20-Nov-2023,21,6,5,0
MOU007701,295,Black,Male,MOU004343,MOU004393,30-Oct-23,,,,99,,,,33,,,,E_2023_44_CEB,99,3.2,99,3.2,,24.9,,34.2,,,,,,,,,,,,11,0,20-Nov-2023,21,6,5,0
MOU007702,296,Black,Male,MOU004343,MOU004393,30-Oct-23,,,,99,,,,34,,,,E_2023_44_CEB,99,3.2,99,3.2,,25.6,,34.1,,,,,,,,,,,,11,0,20-Nov-2023,21,6,5,0
MOU007703,297,Light,Female,MOU004343,MOU004393,30-Oct-23,,,,99,,,,79,,,,E_2023_44_CEB,99,3.2,99,3.2,,18.4,,33.0,,,,,,,,,,,,11,0,20-Nov-2023,21,6,5,0
MOU007704,298,Agouti,Female,MOU004343,MOU004393,30-Oct-23,,,,99,,,,80,,,,E_2023_44_CEB,99,3.2,99,3.2,,19.2,,22.8,,,,,,,,,,,,11,0,20-Nov-2023,21,6,5,0
MOU007705,299,Agouti,Female,MOU004343,MOU004393,30-Oct-23,,,,99,,,,75,,,,E_2023_44_CEB,99,3.2,99,3.2,,19.4,,28.1,,,,,,,,,,,,11,0,20-Nov-2023,21,6,5,0
MOU007706,300,Agouti,Female,MOU004343,MOU004393,30-Oct-23,,,,99,,,,76,,,,E_2023_44_CEB,99,3.2,99,3.2,,18.8,,24.3,,,,,,,,,,,,11,0,20-Nov-2023,21,6,5,0
MOU007707,301,Black,Female,MOU004343,MOU004393,30-Oct-23,,,,99,,,,77,,,,E_2023_44_CEB,99,3.2,99,3.2,,20.7,,28.4,,,,,,,,,,,,11,0,20-Nov-2023,21,6,5,0
MOU007708,302,Light,Male,MOU004345,MOU004395,29-Oct-23,,,,100,,,,35,,,,E_2023_44_CEB,100,3.3,100,3.3,,28.9,,45.9,,,,,,,,,,,,11,0,20-Nov-2023,22,8,3,0
MOU007709,303,Light,Male,MOU004345,MOU004395,29-Oct-23,,,,100,,,,36,,,,E_2023_44_CEB,100,3.3,100,3.3,,27.8,,33.2,,,,,,,,,,,,11,0,20-Nov-2023,22,8,3,0
MOU007710,304,Light,Male,MOU004345,MOU004395,29-Oct-23,,,,100,,,,31,,,,E_2023_44_CEB,100,3.3,100,3.3,,26.9,,34.3,,,,,,,,,,,,11,0,20-Nov-2023,22,8,3,0
MOU007711,305,Brown,Male,MOU004345,MOU004395,29-Oct-23,,,,100,,,,32,,,,E_2023_44_CEB,100,3.3,100,3.3,,26.9,,36.8,,,,,,,,,,,,11,0,20-Nov-2023,22,8,3,0
MOU007712,306,Agouti,Male,MOU004345,MOU004395,29-Oct-23,,,,100,,,,33,,,,E_2023_44_CEB,100,3.3,100,3.3,,24.8,,36.1,,,,,,,,,,,,11,0,20-Nov-2023,22,8,3,0
MOU007713,307,Agouti,Male,MOU004345,MOU004395,29-Oct-23,,,,100,,,,34,,,,E_2023_44_CEB,100,3.3,100,3.3,,25.9,,31.6,,,,,,,,,,,,11,0,20-Nov-2023,22,8,3,0
MOU007714,308,Black,Male,MOU004345,MOU004395,29-Oct-23,,,,100,,,,35,,,,E_2023_44_CEB,100,3.3,100,3.3,,23.4,,27.7,,,,,,,,,,,,11,0,20-Nov-2023,22,8,3,0
MOU007715,309,Black,Male,MOU004345,MOU004395,29-Oct-23,,,,100,,,,36,,,,E_2023_44_CEB,100,3.3,100,3.3,,26.4,,36.7,,,,,,,,,,,,11,0,20-Nov-2023,22,8,3,0
MOU007716,310,Agouti,Female,MOU004345,MOU004395,29-Oct-23,,,,100,,,,78,,,,E_2023_44_CEB,100,3.3,100,3.3,,19.5,,23.9,,,,,,,,,,,,11,0,20-Nov-2023,22,8,3,0
MOU007717,311,Agouti,Female,MOU004345,MOU004395,29-Oct-23,,,,100,,,,79,,,,E_2023_44_CEB,100,3.3,100,3.3,,20.5,,27.8,,,,,,,,,,,,11,0,20-Nov-2023,22,8,3,0
MOU007718,312,Agouti,Female,MOU004345,MOU004395,29-Oct-23,,,,100,,,,80,,,,E_2023_44_CEB,100,3.3,100,3.3,,18.8,,27.3,,,,,,,,,,,,11,0,20-Nov-2023,22,8,3,0
MOU007719,313,Brown,Male,MOU004347,MOU004397,29-Oct-23,,,,100,,,,31,,,,E_2023_44_CEB,100,3.3,100,3.3,,26.7,,38.3,,,,,,,,,,,,14,3,20-Nov-2023,22,6,5,0
MOU007720,314,Agouti,Male,MOU004347,MOU004397,29-Oct-23,,,,100,,,,32,,,,E_2023_44_CEB,100,3.3,100,3.3,,26.4,,32.9,,,,,,,,,,,,14,3,20-Nov-2023,22,6,5,0
MOU007721,315,Agouti,Male,MOU004347,MOU004397,29-Oct-23,,,,100,,,,33,,,,E_2023_44_CEB,100,3.3,100,3.3,,25.6,,34.4,,,,,,,,,,,,14,3,20-Nov-2023,22,6,5,0
MOU007722,316,Agouti,Male,MOU004347,MOU004397,29-Oct-23,,,,100,,,,34,,,,E_2023_44_CEB,100,3.3,100,3.3,,25.9,,34.7,,,,,,,,,,,,14,3,20-Nov-2023,22,6,5,0
MOU007723,317,Agouti,Male,MOU004347,MOU004397,29-Oct-23,,,,100,,,,35,,,,E_2023_44_CEB,100,3.3,100,3.3,,27.7,,35.1,,,,,,,,,,,,14,3,20-Nov-2023,22,6,5,0
MOU007724,318,Black,Male,MOU004347,MOU004397,29-Oct-23,,,,100,,,,36,,,,E_2023_44_CEB,100,3.3,100,3.3,,25.4,,32.0,,,,,,,,,,,,14,3,20-Nov-2023,22,6,5,0
MOU007725,319,Light,Female,MOU004347,MOU004397,29-Oct-23,,,,100,,,,75,,,,E_2023_44_CEB,100,3.3,100,3.3,,21.2,,26.0,,,,,,,,,,,,14,3,20-Nov-2023,22,6,5,0
MOU007726,320,Light,Female,MOU004347,MOU004397,29-Oct-23,,,,100,,,,76,,,,E_2023_44_CEB,100,3.3,100,3.3,,20.2,,23.7,,,,,,,,,,,,14,3,20-Nov-2023,22,6,5,0
MOU007727,321,Agouti,Female,MOU004347,MOU004397,29-Oct-23,,,,100,,,,77,,,,E_2023_44_CEB,100,3.3,100,3.3,,18.7,,27.2,,,,,,,,,,,,14,3,20-Nov-2023,22,6,5,0
MOU007728,322,Brown,Female,MOU004347,MOU004397,29-Oct-23,,,,100,,,,78,,,,E_2023_44_CEB,100,3.3,100,3.3,,20.5,,29.3,,,,,,,,,,,,14,3,20-Nov-2023,22,6,5,0
MOU007729,323,Black,Female,MOU004347,MOU004397,29-Oct-23,,,,100,,,,79,,,,E_2023_44_CEB,100,3.3,100,3.3,,20.0,,24.4,,,,,,,,,,,,14,3,20-Nov-2023,22,6,5,0
MOU007730,324,Light,Male,MOU004299,MOU004349,31-Oct-23,,,,98,,,,31,,,,E_2023_44_CEB,98,3.2,98,3.2,,27.1,,39.3,,,,,,,,,,,,14,3,22-Nov-2023,22,8,3,0
MOU007731,325,Light,Male,MOU004299,MOU004349,31-Oct-23,,,,98,,,,32,,,,E_2023_44_CEB,98,3.2,98,3.2,,24.7,,38.0,,,,,,,,,,,,14,3,22-Nov-2023,22,8,3,0
MOU007732,326,Light,Male,MOU004299,MOU004349,31-Oct-23,,,,98,,,,33,,,,E_2023_44_CEB,98,3.2,98,3.2,,26.0,,33.2,,,,,,,,,,,,14,3,22-Nov-2023,22,8,3,0
MOU007733,327,Brown,Male,MOU004299,MOU004349,31-Oct-23,,,,98,,,,34,,,,E_2023_44_CEB,98,3.2,98,3.2,,26.4,,37.8,,,,,,,,,,,,14,3,22-Nov-2023,22,8,3,0
MOU007734,328,Agouti,Male,MOU004299,MOU004349,31-Oct-23,,,,98,,,,35,,,,E_2023_44_CEB,98,3.2,98,3.2,,24.9,,37.8,,,,,,,,,,,,14,3,22-Nov-2023,22,8,3,0
MOU007735,329,Agouti,Male,MOU004299,MOU004349,31-Oct-23,,,,98,,,,36,,,,E_2023_44_CEB,98,3.2,98,3.2,,27.2,,31.6,,,,,,,,,,,,14,3,22-Nov-2023,22,8,3,0
MOU007736,330,Agouti,Male,MOU004299,MOU004349,31-Oct-23,,,,98,,,,37,,,,E_2023_44_CEB,98,3.2,98,3.2,,25.3,,32.5,,,,,,,,,,,,14,3,22-Nov-2023,22,8,3,0
MOU007737,331,Black,Male,MOU004299,MOU004349,31-Oct-23,,,,98,,,,38,,,,E_2023_44_CEB,98,3.2,98,3.2,,26.8,,42.8,,,,,,,,,,,,14,3,22-Nov-2023,22,8,3,0
MOU007738,332,Agouti,Female,MOU004299,MOU004349,31-Oct-23,,,,98,,,,80,,,,E_2023_44_CEB,98,3.2,98,3.2,,20.3,,21.3,,,,,,,,,,,,14,3,22-Nov-2023,22,8,3,0
MOU007739,333,Agouti,Female,MOU004299,MOU004349,31-Oct-23,,,,98,,,,81,,,,E_2023_44_CEB,98,3.2,98,3.2,,18.9,,25.7,,,,,,,,,,,,14,3,22-Nov-2023,22,8,3,0
MOU007740,334,Agouti,Female,MOU004299,MOU004349,31-Oct-23,,,,98,,,,82,,,,E_2023_44_CEB,98,3.2,98,3.2,,18.6,,26.8,,,,,,,,,,,,14,3,22-Nov-2023,22,8,3,0
MOU007741,335,Agouti,Male,MOU004301,MOU004351,31-Oct-23,,,,98,,,,39,,,,E_2023_44_CEB,98,3.2,98,3.2,,25.4,,31.5,,,,,,,,,,,,14,3,22-Nov-2023,22,3,8,0
MOU007742,336,Agouti,Male,MOU004301,MOU004351,31-Oct-23,,,,98,,,,40,,,,E_2023_44_CEB,98,3.2,98,3.2,,25.4,,35.9,,,,,,,,,,,,14,3,22-Nov-2023,22,3,8,0
MOU007743,337,Agouti,Male,MOU004301,MOU004351,31-Oct-23,,,,98,,,,41,,,,E_2023_44_CEB,98,3.2,98,3.2,,24.6,,34.2,,,,,,,,,,,,14,3,22-Nov-2023,22,3,8,0
MOU007744,338,Agouti,Female,MOU004301,MOU004351,31-Oct-23,,,,98,,,,83,,,,E_2023_44_CEB,98,3.2,98,3.2,,20.1,,27.4,,,,,,,,,,,,14,3,22-Nov-2023,22,3,8,0
MOU007745,339,Agouti,Female,MOU004301,MOU004351,31-Oct-23,,,,98,,,,84,,,,E_2023_44_CEB,98,3.2,98,3.2,,18.4,,25.8,,,,,,,,,,,,14,3,22-Nov-2023,22,3,8,0
